feature,importance
Cong_suat_toi_da,0.42360770957042626
Dung_tich(cc),0.2270003859921402
Tuoi_xe,0.12835284151418996
Hop_so,0.0978102980109305
Hang_xe,0.03391299611868276
log_Quang_duong_da_di(km),0.024727496764117195
Muc_tieu_hao(km/l),0.02215059534862057
Loai_nhien_lieu,0.015494222146122715
Km_moi_nam,0.012192547743237728
Chay_nhieu,0.006025663607038287
So_cho_ngoi,0.004973090348194981
Quyen_so_huu,0.0025786957159385816
Top_xe,0.0011734571203601035
