feature,importance
Cong_suat_toi_da,0.3664001
Hop_so,0.16939604
Dung_tich(cc),0.16239318
Tuoi_xe,0.107613556
So_cho_ngoi,0.055720165
Loai_nhien_lieu,0.045257412
Hang_xe,0.039214738
Chay_nhieu,0.012825201
Muc_tieu_hao(km/l),0.011581775
log_Quang_duong_da_di(km),0.009843162
Quyen_so_huu,0.0074341544
Top_xe,0.006854171
Km_moi_nam,0.005466469
