model,epochs,batch,imgsz,map_50_95,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100
Faster R-CNN ResNet50-FPN,30,16,640,0.12772201001644135,0.3056775629520416,0.08424083143472672,0.00017938410746864974,0.006528552621603012,0.1440763771533966,0.18651331961154938,0.3232898414134979,0.32757022976875305
